critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
49,Go behind enemy lines with the ultimate modern military shooter. Choose your missions across an unforgiven open world.,City Interactive,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/sniper-ghost-warrior-3,M,56,PlayStation 4,City Interactive,2017-04-25,Sniper: Ghost Warrior 3,213,62
13,"Polybius is the latest trance-shooter from the creators of Tempest 2000 and TxK, Llamasoft.",Llamasoft,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/polybius,E10+,84,PlayStation 4,Llamasoft,2017-05-09,Polybius,40,75
15,BUTCHER is a fast-paced 2D shooter and a blood-soaked love letter to the cult classics of the genre.,"Transhuman Design, Crunching Koalas",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/butcher,M,71,PlayStation 4,Crunching Koalas,2017-05-09,BUTCHER,9,67
40,"Assume the role of the last known human in the universe, and all that's left of you is a disembodied head. Seeking clues to your fractured past, you must travel through a hostile world of machines using a special helmet that allows you to dock into and take control of any robotic host body. As you launch from one body to the next, you'll start to discover that things are not quite what they appear to be, and the fate of humanity has yet to be decided. From Double Fine Productions, Headlander is a a retro-futuristic, side-scrolling, action-adventure game set in a world inspired by 70’s science fiction. It's a world of automation, a utopia gone wrong in which all of humanity have transferred their minds into robotic imposter bodies and are ruled by a deranged computer.",Double Fine Productions,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/headlander,T,77,PlayStation 4,Adult Swim,2016-07-26,Headlander,32,75
6,"Over 40 levels filled with malicious mutant mudds. This adventure is designed for super players; featuring a host of new platforming challenges and unique boss fights that will test your skills. Max receives special intel, revealing the location of the original meteor impact site and the fact that mutant mudds are still being spawned from it. Max sets out from a secret hideout in the jungle to locate the meteor and destroy it for good. Run, jump, hover, and blast your way across five new vibrant worlds, presented with colourful neo-retro pixel art and sublime chiptune music. Defy the laws of the second dimension by leaping between foreground and background layers, dispensing muddy justice with your faithful water cannon. Utilize your trusty power-ups to traverse tricky obstacles and gain access to special secret levels.",Renegade Kid,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/mutant-mudds-super-challenge,E,78,PlayStation 4,Nighthawk Interactive,2016-07-26,Mutant Mudds: Super Challenge,NA,NA
10,"A flash of color. Feathers bursting from nowhere. Chambara’s color-based stealth mechanic allows you to blend completely into parts of the environment. Hide in plain sight. Leap, sneak, and dash with speed and style. Strike hard and then fade away before your position is revealed. [Playstation.com]",team ok,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/chambara,E10+,71,PlayStation 4,team ok,2016-07-26,Chambara,NA,NA
16,"10 Second Ninja X is a hardcore sidescroller. You’re a ninja, there are robots, you’ve got ten seconds to destroy them all. Get three star ratings, climb leaderboards, discover secrets, and stop Captain Greatbeard.",GameDesignDan,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/10-second-ninja-x,T,76,PlayStation 4,Curve Digital,2016-07-19,10 Second Ninja X,16,55
95,"No Man’s Sky is an exploration and survival game set in an infinite procedurally generated universe. Whether a distant mountain or a planet hanging low on the horizon, you can go forth there. You can fly seamlessly from the surface of a planet to another, and every star in the sky is a sun that you can visit. Where you’ll go and how fast you’ll make you way through this universe is your decision. Explore uncharted solar systems and catalog unique new forms of life. Every planet’s landscape is different from the next and populated by species never before encountered. Acquire ancient artifacts that may reveal the secrets behind the universe. Choose whether to share your discoveries with other players. You won’t see them, but they’re exploring the same universe in parallel; perhaps you’ll make your mark on their worlds as well as your own. Every solar system, planet, ocean and cave is filled with danger, and - make no mistake - you are vulnerable. Your ship and suit are fragile, and every encounter may test your skills to the limit. From dog-fighting in space to first-person combat on a planet’s surface, you will face foes ready to overwhelm you. One mistake could see you lose it all. In No Man’s Sky, every victory and every defeat is permanent. The voyage that stands before you cannot be taken lightly. You must prepare. Collect precious resources on the surfaces of planets and trade them for the ships, suits and equipment that will take you to your destiny in the stars.",Hello Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/no-mans-sky,T,71,PlayStation 4,SCEA,2016-08-09,No Man's Sky,5048,45
21,"Houdai, a typically incompetent high school boy when it come to matters of the heart, accidentally eats a full power cupid shot and becomes insanely popular with the ladies at his academy. However, having an entire lifetime’s sex appeal condensed into one day is not without its problems. Our hero finds out the hard way that being Mr. Popular isn’t all it’s cracked up to be. Houdai must somehow resist every cute girl that throws herself at him in an effort to find his true love! If Houdai doesn’t find ""the one"" and confess to her by the end of the day, he will be forever alone.","Alchemist, Inti Creates",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/galgun-double-peace,M,64,PlayStation 4,PQube,2016-08-02,Gal*Gun: Double Peace,35,73
62,Players use dance moves to traverse vast environments filled with platforming challenges in an introspective story that is revealed through powerful metaphor and imagery. [Plastic],"SCE Santa Monica, Plastic Studios",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/bound,E10+,71,PlayStation 4,SCEA,2016-08-16,Bound,91,75
55,"King of Fighters returns with a roster of 50 characters. Besides the returning fan favorites, numerous new combatants join the roster. Nakoruru, one of the heroines from the Samurai Shodown series, joins the fight along with her fellow hawk companion Mamahaha. Shun’ei is a new character who plays an important role in the game’s story.","SNK Playmore, SNK Corporation",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/the-king-of-fighters-xiv,T,79,PlayStation 4,Atlus Co.,2016-08-23,The King of Fighters XIV,248,84
7,"Metrico+ is an input-driven game in a world of infographics. All the bar charts, line diagrams, and pie charts react to what you are doing. You have to rethink all you know in order to solve all the puzzles and explore every part of the world that is Metrico. [Playstation.com]",Digital Dreams,PlayStation 4 Action Games,Puzzle,http://www.metacritic.com/game/playstation-4/metrico+,E,81,PlayStation 4,Digital Dreams,2016-08-23,Metrico+,8,63
32,"Hue is a puzzle-platformer through which you alter the world by changing its background color. You explore a dangerous grey land, unearthing colored fragments on a journey to find your missing mother. As obstacles match the background, they disappear, creating new puzzles full of peril, mystery, and colors unseen.",Fiddlesticks Games,PlayStation 4 Action Games,Puzzle,http://www.metacritic.com/game/playstation-4/hue,E,77,PlayStation 4,Curve Digital,2016-08-30,Hue,23,78
18,"Hunted and alone, a boy finds himself drawn into the center of a dark project. The second game from Limbo developer Playdead.",PLAYDEAD,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/inside,M,91,PlayStation 4,PLAYDEAD,2016-08-23,INSIDE,461,82
4,"Test your skills and reflexes as you simultaneously guide two lovable (may not be lovable) balls through over 100 controller-smashingly (may not even be a word) tough platform challenges. Control both balls at exactly the same time as you try to avoid the death and danger that awaits their every move. Oh, and there are jokes. (May not be funny.)",Ant Workshop Ltd,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/binaries,E,71,PlayStation 4,Ground Shatter Ltd.,2016-08-30,Binaries,NA,NA
58,"Also known as ""Attack on Titan: Wings of Freedom"". Fight on a violent battlefield in which the game changes from moment to moment. Utilizing the ""Omni-directional mobility gear"" created specifically for battle with Titans allows you to fly freely across and above the battlefield. It's incumbent upon the Scout Regiment, to which Eren belongs, to travel beyond the Wall and expand the territories of mankind.",Omega Force,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/attack-on-titan,M,74,PlayStation 4,Koei Tecmo Games,2016-08-30,Attack on Titan,103,70
22,"Hatsune Miku is back and bigger than ever on the PlayStation 4 and PlayStation Vita in the upcoming rhythm game, Hatsune Miku: Project DIVA X . For those new to Project DIVA, it is an addictive core rhythm game starring the digital singer, Hatsune Miku. Project DIVA X is driven forward though a narrative which centers on Miku and her friends undertaking various requests as they explore the five Clouds that make up their world. For the Miku veterans, Project DIVA X has 30 songs and 300 modules (costumes) that get dropped. Illustration by KEI.",Sega,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/hatsune-miku-project-diva-x,T,78,PlayStation 4,Sega,2016-08-30,Hatsune Miku: Project Diva X,54,74
7,"Livelock is a cooperative top-down shooter in which you play solo or with up to 2 allies to break the cycle of infinite war between machines. As one of the remaining Capital Intellects, your role is to unlock Eden and revive humanity. [Playstation.com]",Tuque Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/livelock,T,69,PlayStation 4,Perfect World Entertainment,2016-08-30,Livelock,29,73
12,"Strike Vector is an intense, multiplayer third / first person air combat game. With a distinct old school feel, reminiscent to games such as Crimson Skies, Quake 3 and Unreal Tournament, Strike Vector will let you test your reflexes and skills against your friends.","Strike Vector Team, Ragequit Corporation",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/strike-vector-ex,M,75,PlayStation 4,Strike Vector Team,2016-08-30,Strike Vector EX,17,71
12,"In One Way Trip, you and your brother Barry discover that you’ve been poisoned in a mass attack on the water supply that has left a large portion of the nation with only six hours left to live, during which time they will be constantly hallucinating. To put it another way, it’s an atmospheric exploration of what it would be like to find out you and most everyone you love is about to die, and then have to process that while your limbs turn into cartoon dolphins.",Beret Applications LLC,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/one-way-trip,M,41,PlayStation 4,Beret Applications LLC,2016-08-30,One Way Trip,4,43
